Timetable generated by Timetable generator, all right reserved (C);Town 1-Town 2-Town 3-Town 4-Town 5-Town 6-Town 7-Town 8-Town 9-Town 10-Town 11-Town 12-Town 13-Town 14-Town 15-Town 16-Town 17-Town 18-Town 19-Town 20-Town 21-Town 22-Town 23-Town 24-Town 25;
1;Town 25;0:39;0:42;
1;Town 9;1:0;1:1;
1;Town 5;1:22;1:26;
1;Town 4;1:45;1:47;
1;Town 14;2:1;2:3;
1;Town 7;2:24;2:28;
1;Town 6;2:45;2:48;
1;Town 12;3:6;3:9;
1;Town 25;3:22;3:23;
1;Town 3;3:44;3:46;
1;Town 1;4:4;4:7;
1;Town 13;4:20;4:25;
1;Town 20;4:46;4:50;
1;Town 3;5:11;5:15;
1;Town 16;5:32;5:37;
1;Town 2;5:51;5:52;
1;Town 16;6:12;6:15;
1;Town 7;6:31;6:35;
1;Town 15;6:57;7:1;
1;Town 21;7:16;7:21;
1;Town 3;7:36;7:38;
1;Town 21;7:56;8:0;
1;Town 22;8:22;8:23;
1;Town 24;8:43;8:48;
1;Town 11;9:6;9:10;
1;Town 20;9:26;9:30;
1;Town 22;9:49;9:51;
1;Town 24;10:10;10:15;
1;Town 21;10:32;10:35;
1;Town 14;10:56;10:57;
1;Town 6;11:19;11:23;
1;Town 9;11:46;11:51;
1;Town 7;12:10;12:14;
1;Town 25;12:37;12:39;
1;Town 10;12:57;13:1;
1;Town 1;13:26;13:27;
1;Town 11;13:49;13:54;
1;Town 5;14:14;14:15;
1;Town 1;14:37;14:42;
1;Town 25;15:1;15:5;
1;Town 21;15:21;15:24;
1;Town 15;15:44;15:47;
1;Town 17;16:3;16:7;
1;Town 23;16:27;16:29;
1;Town 2;16:48;16:49;
1;Town 24;17:7;17:12;
1;Town 10;17:39;17:44;
1;Town 1;18:4;18:5;
1;Town 24;18:26;18:28;
1;Town 13;18:55;18:59;
1;Town 9;19:17;19:20;
1;Town 13;19:38;19:41;
1;Town 13;20:2;20:3;
1;Town 22;20:25;20:30;
1;Town 14;20:51;20:54;
1;Town 1;21:18;21:21;
1;Town 18;21:42;21:44;
1;Town 6;22:18;22:23;
1;Town 8;22:52;22:56;
1;Town 21;23:20;23:22;
2;Town 20;0:24;0:29;
2;Town 4;0:50;0:53;
2;Town 5;1:12;1:17;
2;Town 17;1:40;1:42;
2;Town 2;2:1;2:3;
2;Town 6;2:25;2:29;
2;Town 2;2:52;2:55;
2;Town 17;3:15;3:17;
2;Town 24;3:37;3:39;
2;Town 3;3:58;3:59;
2;Town 5;4:20;4:25;
2;Town 8;4:43;4:44;
2;Town 2;5:5;5:10;
2;Town 8;5:30;5:35;
2;Town 5;5:56;5:58;
2;Town 5;6:15;6:17;
2;Town 15;6:32;6:36;
2;Town 6;6:54;6:59;
2;Town 7;7:21;7:24;
2;Town 2;7:38;7:43;
2;Town 23;7:58;8:1;
2;Town 14;8:17;8:22;
2;Town 18;8:41;8:45;
2;Town 9;9:5;9:6;
2;Town 8;9:20;9:24;
2;Town 23;9:45;9:46;
2;Town 8;10:10;10:14;
2;Town 15;10:34;10:37;
2;Town 19;10:51;10:55;
2;Town 25;11:10;11:14;
2;Town 17;11:38;11:43;
2;Town 13;11:58;11:59;
2;Town 12;12:21;12:24;
2;Town 3;12:44;12:48;
2;Town 21;13:9;13:13;
2;Town 3;13:31;13:33;
2;Town 16;13:53;13:54;
2;Town 25;14:11;14:15;
2;Town 12;14:41;14:44;
2;Town 1;15:7;15:10;
2;Town 9;15:28;15:30;
2;Town 2;15:55;15:58;
2;Town 3;16:19;16:24;
2;Town 24;16:45;16:46;
2;Town 1;17:8;17:13;
2;Town 15;17:39;17:42;
2;Town 1;18:6;18:10;
2;Town 14;18:36;18:37;
2;Town 24;19:2;19:4;
2;Town 14;19:27;19:31;
2;Town 2;19:57;20:2;
2;Town 14;20:27;20:28;
2;Town 8;20:50;20:51;
2;Town 2;21:16;21:21;
2;Town 25;21:53;21:54;
2;Town 9;22:25;22:28;
2;Town 24;22:55;22:56;
2;Town 5;23:29;23:30;
3;Town 2;0:37;0:40;
3;Town 15;1:9;1:13;
3;Town 11;1:47;1:50;
3;Town 23;2:23;2:26;
3;Town 19;2:58;2:59;
3;Town 22;3:33;3:35;
3;Town 2;4:9;4:14;
3;Town 8;4:42;4:44;
3;Town 5;5:13;5:15;
3;Town 1;5:42;5:45;
3;Town 8;6:16;6:18;
3;Town 4;6:54;6:55;
3;Town 14;7:19;7:21;
3;Town 14;7:57;8:0;
3;Town 24;8:33;8:37;
3;Town 13;8:59;9:0;
3;Town 12;9:28;9:30;
3;Town 3;10:8;10:11;
3;Town 25;10:34;10:39;
3;Town 7;11:6;11:7;
3;Town 11;11:35;11:39;
3;Town 6;12:14;12:18;
3;Town 6;12:54;12:59;
3;Town 24;13:28;13:30;
3;Town 19;14:2;14:3;
3;Town 9;14:29;14:32;
3;Town 19;15:11;15:16;
3;Town 12;15:53;15:55;
3;Town 13;16:20;16:23;
3;Town 1;16:54;16:56;
3;Town 2;17:33;17:37;
3;Town 23;18:15;18:20;
3;Town 4;18:46;18:49;
3;Town 9;19:19;19:23;
3;Town 15;20:7;20:9;
3;Town 7;20:37;20:40;
3;Town 9;21:25;21:28;
3;Town 16;22:10;22:15;
3;Town 3;22:39;22:42;
3;Town 24;23:31;23:36;
4;Town 4;0:26;0:29;
4;Town 9;0:42;0:46;
4;Town 21;1:7;1:10;
4;Town 11;1:31;1:35;
4;Town 25;1:53;1:58;
4;Town 15;2:15;2:19;
4;Town 7;2:39;2:41;
4;Town 21;3:0;3:1;
4;Town 19;3:17;3:20;
4;Town 2;3:37;3:38;
4;Town 3;3:54;3:59;
4;Town 17;4:12;4:13;
4;Town 5;4:31;4:32;
4;Town 20;4:53;4:58;
4;Town 13;5:19;5:20;
4;Town 21;5:34;5:37;
4;Town 10;5:59;6:4;
4;Town 2;6:26;6:30;
4;Town 18;6:45;6:48;
4;Town 7;7:11;7:13;
4;Town 23;7:36;7:39;
4;Town 16;7:57;8:1;
4;Town 5;8:15;8:19;
4;Town 2;8:40;8:41;
4;Town 10;9:2;9:5;
4;Town 25;9:21;9:26;
4;Town 23;9:40;9:45;
4;Town 10;10:0;10:3;
4;Town 10;10:21;10:22;
4;Town 20;10:41;10:44;
4;Town 22;10:58;11:0;
4;Town 23;11:20;11:25;
4;Town 24;11:49;11:51;
4;Town 13;12:16;12:17;
4;Town 6;12:34;12:35;
4;Town 21;12:51;12:53;
4;Town 6;13:11;13:14;
4;Town 18;13:40;13:44;
4;Town 14;14:1;14:6;
4;Town 22;14:27;14:29;
4;Town 19;14:49;14:53;
4;Town 5;15:15;15:20;
4;Town 18;15:37;15:39;
4;Town 18;15:57;16:2;
4;Town 25;16:29;16:34;
4;Town 21;17:0;17:3;
4;Town 13;17:23;17:26;
4;Town 1;17:46;17:50;
4;Town 10;18:9;18:12;
4;Town 18;18:31;18:32;
4;Town 17;18:58;19:1;
4;Town 10;19:27;19:29;
4;Town 23;19:57;20:0;
4;Town 4;20:19;20:20;
4;Town 13;20:42;20:44;
4;Town 5;21:9;21:10;
4;Town 2;21:35;21:40;
4;Town 16;22:16;22:20;
4;Town 13;22:44;22:49;
4;Town 17;23:23;23:26;
5;Town 6;0:33;0:38;
5;Town 22;0:59;1:3;
5;Town 20;1:35;1:39;
5;Town 9;2:9;2:11;
5;Town 4;2:45;2:47;
5;Town 5;3:13;3:16;
5;Town 21;3:42;3:43;
5;Town 18;4:9;4:14;
5;Town 2;4:42;4:47;
5;Town 1;5:22;5:26;
5;Town 14;5:56;6:0;
5;Town 4;6:24;6:25;
5;Town 9;6:54;6:55;
5;Town 12;7:18;7:19;
5;Town 4;7:44;7:48;
5;Town 4;8:18;8:21;
5;Town 10;8:48;8:52;
5;Town 23;9:23;9:24;
5;Town 1;9:47;9:51;
5;Town 22;10:21;10:24;
5;Town 22;10:46;10:47;
5;Town 7;11:19;11:21;
5;Town 13;11:58;12:0;
5;Town 12;12:38;12:42;
5;Town 3;13:10;13:11;
5;Town 7;13:39;13:43;
5;Town 22;14:7;14:11;
5;Town 17;14:45;14:50;
5;Town 5;15:22;15:23;
5;Town 7;15:58;16:1;
5;Town 19;16:34;16:39;
5;Town 14;17:13;17:17;
5;Town 2;17:50;17:52;
5;Town 24;18:18;18:23;
5;Town 16;19:3;19:6;
5;Town 25;19:36;19:39;
5;Town 18;20:8;20:12;
5;Town 18;20:42;20:46;
5;Town 14;21:18;21:20;
5;Town 24;21:52;21:53;
5;Town 21;22:32;22:34;
5;Town 3;23:19;23:20;
6;Town 19;0:54;0:57;
6;Town 12;1:17;1:21;
6;Town 7;1:40;1:44;
6;Town 15;2:13;2:17;
6;Town 24;2:43;2:45;
6;Town 7;3:9;3:14;
6;Town 25;3:40;3:42;
6;Town 1;4:14;4:16;
6;Town 17;4:45;4:50;
6;Town 9;5:14;5:15;
6;Town 14;5:37;5:38;
6;Town 13;6:9;6:13;
