Timetable generated by Timetable generator, all right reserved (C);Town 1-Town 2-Town 3-Town 4-Town 5-Town 6-Town 7-Town 8-Town 9-Town 10-Town 11-Town 12-Town 13-Town 14-Town 15-Town 16-Town 17-Town 18-Town 19-Town 20-Town 21-Town 22-Town 23-Town 24-Town 25-Town 26-Town 27-Town 28-Town 29-Town 30;
1;Town 20;0:58;1:2;
1;Town 11;1:46;1:49;
1;Town 26;2:40;2:44;
1;Town 9;3:47;3:49;
1;Town 9;4:45;4:50;
1;Town 7;5:48;5:52;
1;Town 11;6:36;6:39;
1;Town 19;7:26;7:29;
1;Town 12;8:21;8:26;
1;Town 15;9:22;9:23;
1;Town 9;10:10;10:11;
1;Town 24;11:1;11:4;
1;Town 30;12:5;12:10;
1;Town 20;12:56;12:57;
1;Town 2;13:59;14:2;
1;Town 10;15:8;15:12;
1;Town 17;16:3;16:6;
1;Town 2;16:59;17:3;
1;Town 6;17:50;17:53;
1;Town 11;18:55;18:56;
1;Town 13;20:9;20:11;
1;Town 29;20:59;21:0;
1;Town 26;22:0;22:3;
1;Town 25;23:34;23:37;
2;Town 9;1:9;1:14;
2;Town 7;2:6;2:9;
2;Town 21;3:10;3:13;
2;Town 23;4:19;4:24;
2;Town 18;5:21;5:26;
2;Town 5;6:16;6:20;
2;Town 6;7:20;7:22;
2;Town 17;8:15;8:16;
2;Town 9;8:59;9:0;
2;Town 1;9:46;9:49;
2;Town 28;10:46;10:47;
2;Town 3;11:52;11:56;
2;Town 4;12:46;12:51;
2;Town 20;13:44;13:47;
2;Town 13;14:35;14:38;
2;Town 18;15:46;15:49;
2;Town 4;16:57;17:0;
2;Town 8;17:48;17:52;
2;Town 17;18:55;18:57;
2;Town 20;20:2;20:4;
2;Town 11;20:58;20:59;
2;Town 21;21:54;21:55;
2;Town 8;23:43;23:46;
3;Town 7;1:27;1:30;
3;Town 15;2:30;2:33;
3;Town 17;3:19;3:20;
3;Town 9;4:5;4:7;
3;Town 14;5:7;5:8;
3;Town 15;5:48;5:50;
3;Town 10;6:37;6:42;
3;Town 26;7:28;7:30;
3;Town 26;8:13;8:15;
3;Town 22;8:57;9:1;
3;Town 26;9:41;9:44;
3;Town 5;10:29;10:34;
3;Town 2;11:30;11:32;
3;Town 3;12:36;12:40;
3;Town 6;13:36;13:41;
3;Town 10;14:29;14:31;
3;Town 13;15:18;15:19;
3;Town 7;16:13;16:18;
3;Town 16;17:24;17:25;
3;Town 25;18:26;18:31;
3;Town 30;19:20;19:21;
3;Town 15;20:15;20:19;
3;Town 12;21:23;21:25;
3;Town 6;22:20;22:21;
3;Town 8;23:35;23:38;
4;Town 21;1:13;1:15;
4;Town 12;2:1;2:4;
4;Town 17;3:7;3:11;
4;Town 8;4:7;4:10;
4;Town 16;5:6;5:9;
4;Town 8;6:11;6:13;
4;Town 6;6:59;7:4;
4;Town 15;8:5;8:6;
4;Town 27;8:52;8:54;
4;Town 7;9:47;9:49;
4;Town 8;10:41;10:44;
4;Town 2;11:35;11:36;
4;Town 26;12:32;12:37;
4;Town 29;13:32;13:35;
4;Town 22;14:26;14:28;
4;Town 6;15:17;15:20;
