Timetable generated by Timetable generator, all right reserved (C);Town 1-Town 2-Town 3-Town 4-Town 5-Town 6-Town 7-Town 8-Town 9-Town 10-Town 11-Town 12-Town 13-Town 14-Town 15-Town 16-Town 17-Town 18-Town 19-Town 20-Town 21-Town 22-Town 23-Town 24-Town 25-Town 26-Town 27-Town 28-Town 29-Town 30-Town 31-Town 32-Town 33-Town 34-Town 35;
1;Town 15;0:26;0:27;
1;Town 21;0:48;0:50;
1;Town 22;1:8;1:10;
1;Town 6;1:35;1:36;
1;Town 20;1:54;1:56;
1;Town 32;2:18;2:22;
1;Town 3;2:43;2:47;
1;Town 27;3:3;3:5;
1;Town 12;3:26;3:27;
1;Town 30;3:49;3:50;
1;Town 2;4:16;4:21;
1;Town 34;4:47;4:51;
1;Town 27;5:12;5:13;
1;Town 32;5:34;5:35;
1;Town 6;6:0;6:5;
1;Town 30;6:26;6:28;
1;Town 5;6:46;6:51;
1;Town 23;7:13;7:18;
1;Town 13;7:40;7:44;
1;Town 2;8:7;8:10;
1;Town 35;8:37;8:40;
1;Town 10;9:7;9:11;
1;Town 10;9:27;9:31;
1;Town 34;9:54;9:59;
1;Town 18;10:16;10:18;
1;Town 4;10:45;10:47;
1;Town 2;11:6;11:9;
1;Town 33;11:28;11:29;
1;Town 19;11:55;11:58;
1;Town 29;12:19;12:23;
1;Town 2;12:48;12:53;
1;Town 1;13:10;13:11;
1;Town 26;13:29;13:31;
1;Town 4;14:0;14:2;
1;Town 15;14:23;14:24;
1;Town 26;14:53;14:54;
1;Town 9;15:25;15:28;
1;Town 21;15:53;15:57;
1;Town 31;16:19;16:22;
1;Town 2;16:52;16:56;
1;Town 26;17:23;17:28;
1;Town 13;17:49;17:54;
1;Town 20;18:25;18:30;
1;Town 35;18:51;18:52;
1;Town 31;19:21;19:24;
1;Town 23;19:54;19:58;
1;Town 31;20:26;20:29;
1;Town 12;20:48;20:53;
1;Town 5;21:17;21:18;
1;Town 4;21:41;21:46;
1;Town 9;22:13;22:14;
1;Town 1;22:52;22:53;
1;Town 30;23:26;23:27;
2;Town 29;0:45;0:50;
2;Town 31;1:23;1:28;
2;Town 24;2:1;2:6;
2;Town 17;2:39;2:44;
2;Town 9;3:16;3:21;
2;Town 19;3:42;3:44;
2;Town 25;4:15;4:19;
2;Town 1;4:53;4:57;
2;Town 32;5:28;5:29;
2;Town 7;5:56;5:59;
2;Town 27;6:20;6:21;
2;Town 17;6:48;6:50;
2;Town 20;7:25;7:30;
2;Town 12;7:54;7:59;
2;Town 31;8:32;8:37;
2;Town 16;9:10;9:12;
2;Town 23;9:47;9:51;
2;Town 1;10:17;10:22;
2;Town 5;10:44;10:45;
2;Town 15;11:19;11:23;
2;Town 16;11:48;11:50;
2;Town 17;12:18;12:19;
2;Town 10;12:55;12:59;
2;Town 32;13:29;13:34;
2;Town 5;14:6;14:8;
2;Town 2;14:40;14:43;
2;Town 33;15:20;15:22;
2;Town 16;15:46;15:50;
2;Town 13;16:22;16:27;
2;Town 28;16:56;16:58;
2;Town 7;17:29;17:31;
2;Town 27;18:2;18:4;
2;Town 35;18:30;18:34;
2;Town 10;19:4;19:6;
2;Town 6;19:35;19:38;
2;Town 4;20:3;20:4;
2;Town 17;20:42;20:45;
2;Town 1;21:26;21:30;
2;Town 32;22:0;22:2;
2;Town 26;22:48;22:53;
2;Town 28;23:25;23:28;
3;Town 27;0:37;0:39;
3;Town 17;0:59;1:2;
3;Town 2;1:18;1:21;
3;Town 5;1:42;1:45;
3;Town 25;2:1;2:4;
3;Town 19;2:22;2:24;
3;Town 26;2:40;2:41;
3;Town 6;3:1;3:5;
3;Town 2;3:31;3:35;
3;Town 17;3:52;3:55;
3;Town 11;4:22;4:27;
3;Town 10;4:49;4:52;
3;Town 6;5:9;5:10;
3;Town 30;5:26;5:29;
3;Town 10;5:54;5:56;
3;Town 24;6:15;6:17;
3;Town 27;6:39;6:44;
3;Town 20;7:3;7:5;
3;Town 8;7:33;7:36;
3;Town 22;7:55;7:58;
3;Town 9;8:20;8:22;
3;Town 27;8:42;8:46;
3;Town 21;9:4;9:9;
3;Town 19;9:37;9:39;
3;Town 16;9:57;10:0;
3;Town 22;10:19;10:22;
3;Town 22;10:47;10:51;
3;Town 29;11:20;11:25;
3;Town 13;11:47;11:51;
3;Town 34;12:9;12:12;
3;Town 20;12:39;12:40;
3;Town 29;13:0;13:1;
3;Town 8;13:21;13:26;
3;Town 13;13:56;14:1;
3;Town 31;14:25;14:29;
3;Town 17;15:0;15:5;
3;Town 15;15:24;15:28;
3;Town 32;15:58;16:2;
3;Town 3;16:29;16:33;
3;Town 5;16:55;16:59;
3;Town 6;17:30;17:35;
3;Town 23;18:2;18:7;
3;Town 22;18:36;18:39;
3;Town 29;19:0;19:5;
3;Town 12;19:33;19:34;
3;Town 23;19:53;19:58;
3;Town 31;20:19;20:21;
3;Town 22;20:40;20:45;
3;Town 2;21:14;21:18;
3;Town 18;21:40;21:42;
3;Town 29;22:14;22:17;
3;Town 14;22:42;22:46;
3;Town 28;23:18;23:19;
4;Town 20;0:30;0:32;
4;Town 18;0:51;0:53;
4;Town 7;1:13;1:18;
4;Town 12;1:36;1:37;
4;Town 33;1:56;2:0;
4;Town 9;2:23;2:28;
4;Town 33;2:50;2:55;
4;Town 25;3:19;3:21;
4;Town 12;3:44;3:49;
4;Town 13;4:12;4:15;
4;Town 18;4:34;4:35;
4;Town 30;4:55;4:59;
4;Town 22;5:25;5:26;
4;Town 21;5:42;5:44;
4;Town 4;6:5;6:6;
4;Town 26;6:25;6:26;
4;Town 10;6:54;6:58;
4;Town 20;7:22;7:23;
4;Town 10;7:42;7:47;
4;Town 26;8:13;8:18;
4;Town 14;8:38;8:43;
4;Town 19;9:11;9:13;
4;Town 27;9:40;9:45;
4;Town 33;10:8;10:10;
4;Town 10;10:30;10:35;
4;Town 5;10:53;10:55;
4;Town 5;11:21;11:26;
4;Town 8;11:54;11:58;
4;Town 16;12:25;12:27;
4;Town 31;12:55;12:56;
4;Town 17;13:15;13:17;
4;Town 1;13:45;13:46;
4;Town 15;14:8;14:10;
4;Town 6;14:31;14:32;
4;Town 7;14:56;14:58;
4;Town 29;15:24;15:25;
4;Town 5;15:49;15:50;
4;Town 26;16:14;16:15;
4;Town 14;16:43;16:46;
4;Town 21;17:15;17:19;
4;Town 10;17:44;17:45;
4;Town 23;18:5;18:10;
4;Town 5;18:35;18:39;
4;Town 7;19:11;19:14;
4;Town 17;19:39;19:44;
4;Town 22;20:9;20:11;
4;Town 35;20:41;20:43;
4;Town 32;21:11;21:14;
4;Town 6;21:43;21:48;
4;Town 24;22:17;22:20;
4;Town 22;22:48;22:53;
4;Town 35;23:29;23:30;
5;Town 25;0:21;0:22;
5;Town 1;0:46;0:51;
5;Town 6;1:10;1:15;
5;Town 17;1:42;1:43;
5;Town 33;1:59;2:0;
5;Town 35;2:28;2:29;
5;Town 25;2:51;2:56;
5;Town 21;3:14;3:18;
5;Town 35;3:45;3:47;
5;Town 16;4:7;4:8;
5;Town 30;4:35;4:40;
5;Town 12;5:5;5:6;
5;Town 3;5:31;5:34;
5;Town 4;6:0;6:3;
5;Town 18;6:20;6:21;
5;Town 9;6:40;6:43;
5;Town 14;7:9;7:14;
5;Town 19;7:34;7:35;
5;Town 9;7:58;8:2;
5;Town 26;8:31;8:33;
5;Town 3;8:55;8:59;
5;Town 25;9:17;9:19;
5;Town 15;9:40;9:45;
5;Town 14;10:3;10:5;
5;Town 29;10:29;10:33;
5;Town 22;10:54;10:56;
5;Town 23;11:26;11:29;
5;Town 21;11:52;11:56;
5;Town 16;12:15;12:20;
5;Town 32;12:43;12:44;
5;Town 25;13:15;13:18;
5;Town 2;13:49;13:53;
5;Town 15;14:16;14:20;
5;Town 34;14:47;14:51;
5;Town 31;15:19;15:24;
5;Town 8;15:42;15:45;
5;Town 2;16:12;16:17;
5;Town 26;16:39;16:43;
5;Town 9;17:4;17:6;
5;Town 16;17:28;17:31;
5;Town 8;18:0;18:5;
5;Town 33;18:32;18:36;
5;Town 1;19:7;19:12;
5;Town 24;19:41;19:45;
5;Town 22;20:18;20:23;
5;Town 23;20:50;20:52;
5;Town 31;21:14;21:19;
5;Town 20;21:44;21:46;
5;Town 1;22:11;22:16;
5;Town 3;22:44;22:49;
5;Town 32;23:18;23:22;
6;Town 9;0:48;0:53;
6;Town 32;1:11;1:14;
6;Town 13;1:41;1:42;
6;Town 10;2:6;2:9;
6;Town 22;2:36;2:41;
6;Town 12;3:0;3:1;
6;Town 27;3:30;3:35;
6;Town 19;3:56;4:1;
6;Town 29;4:19;4:24;
6;Town 25;4:50;4:52;
6;Town 3;5:22;5:23;
6;Town 22;5:44;5:48;
6;Town 27;6:19;6:22;
6;Town 32;6:54;6:58;
6;Town 25;7:17;7:18;
6;Town 2;7:40;7:42;
6;Town 16;8:5;8:10;
6;Town 11;8:29;8:32;
6;Town 7;9:5;9:6;
6;Town 5;9:34;9:39;
6;Town 9;9:59;10:2;
6;Town 31;10:22;10:26;
6;Town 13;10:53;10:56;
6;Town 2;11:26;11:30;
6;Town 32;11:54;11:59;
6;Town 32;12:32;12:36;
6;Town 9;12:56;13:0;
6;Town 5;13:33;13:38;
6;Town 29;13:59;14:1;
6;Town 31;14:33;14:38;
6;Town 8;15:4;15:8;
6;Town 4;15:37;15:38;
6;Town 5;16:4;16:7;
6;Town 4;16:37;16:42;
6;Town 17;17:12;17:14;
6;Town 32;17:47;17:49;
6;Town 22;18:16;18:20;
6;Town 19;18:48;18:53;
6;Town 17;19:27;19:29;
6;Town 3;19:57;19:59;
6;Town 1;20:29;20:32;
6;Town 19;20:55;20:56;
6;Town 35;21:30;21:33;
6;Town 6;22:5;22:7;
6;Town 5;22:42;22:43;
6;Town 16;23:19;23:20;
7;Town 26;0:41;0:45;
7;Town 23;1:5;1:10;
7;Town 4;1:41;1:42;
7;Town 31;2:0;2:3;
7;Town 13;2:33;2:34;
7;Town 4;3:5;3:7;
7;Town 13;3:30;3:33;
7;Town 31;4:3;4:7;
7;Town 22;4:30;4:33;
7;Town 24;4:56;5:0;
7;Town 11;5:30;5:33;
7;Town 10;6:3;6:7;
7;Town 6;6:33;6:36;
7;Town 15;7:3;7:6;
7;Town 19;7:28;7:33;
7;Town 5;8:2;8:5;
7;Town 22;8:23;8:27;
7;Town 12;8:59;9:4;
7;Town 21;9:28;9:33;
7;Town 8;10:0;10:1;
7;Town 3;10:25;10:30;
7;Town 16;10:57;11:1;
7;Town 10;11:25;11:29;
7;Town 33;11:48;11:51;
7;Town 20;12:15;12:19;
7;Town 5;12:41;12:46;
7;Town 10;13:12;13:15;
7;Town 25;13:38;13:39;
7;Town 16;14:11;14:15;
7;Town 33;14:47;14:52;
7;Town 17;15:21;15:25;
7;Town 16;15:51;15:52;
7;Town 15;16:17;16:19;
7;Town 16;16:49;16:51;
7;Town 26;17:24;17:25;
7;Town 2;17:47;17:48;
7;Town 11;18:11;18:15;
7;Town 4;18:44;18:45;
7;Town 23;19:22;19:23;
7;Town 12;19:50;19:54;
7;Town 35;20:17;20:22;
7;Town 11;20:55;21:0;
7;Town 17;21:33;21:38;
7;Town 20;22:14;22:16;
7;Town 33;22:42;22:44;
7;Town 8;23:18;23:23;
8;Town 20;0:21;0:26;
8;Town 18;0:42;0:45;
8;Town 5;1:5;1:7;
8;Town 5;1:28;1:31;
8;Town 26;1:56;1:58;
8;Town 22;2:16;2:17;
8;Town 27;2:44;2:45;
8;Town 26;3:2;3:5;
8;Town 16;3:31;3:35;
8;Town 7;4:1;4:4;
8;Town 9;4:20;4:25;
8;Town 18;4:45;4:50;
8;Town 30;5:16;5:18;
8;Town 28;5:44;5:47;
8;Town 14;6:9;6:12;
8;Town 6;6:39;6:43;
8;Town 21;7:4;7:7;
8;Town 11;7:33;7:34;
8;Town 7;8:2;8:4;
8;Town 1;8:32;8:33;
8;Town 33;8:58;9:1;
8;Town 6;9:26;9:27;
8;Town 16;9:48;9:49;
8;Town 16;10:6;10:11;
8;Town 33;10:35;10:37;
8;Town 12;11:2;11:3;
8;Town 33;11:23;11:27;
8;Town 1;11:46;11:49;
8;Town 19;12:7;12:8;
8;Town 18;12:30;12:32;
8;Town 22;12:58;13:1;
8;Town 17;13:21;13:26;
8;Town 24;13:47;13:48;
8;Town 14;14:11;14:12;
8;Town 16;14:44;14:48;
8;Town 7;15:10;15:12;
8;Town 11;15:39;15:44;
8;Town 10;16:4;16:6;
8;Town 26;16:30;16:35;
8;Town 3;17:2;17:7;
8;Town 4;17:32;17:34;
8;Town 13;17:54;17:57;
8;Town 2;18:22;18:25;
8;Town 35;18:50;18:51;
8;Town 32;19:17;19:18;
8;Town 25;19:47;19:51;
8;Town 8;20:19;20:24;
8;Town 13;20:55;21:0;
8;Town 13;21:35;21:39;
8;Town 26;22:7;22:11;
8;Town 34;22:42;22:47;
8;Town 7;23:33;23:38;
9;Town 1;0:29;0:31;
9;Town 18;1:4;1:8;
9;Town 11;1:39;1:42;
9;Town 29;2:14;2:19;
9;Town 14;2:45;2:48;
9;Town 11;3:21;3:22;
9;Town 3;3:46;3:49;
9;Town 10;4:20;4:25;
9;Town 31;4:58;5:0;
9;Town 11;5:23;5:26;
9;Town 18;5:57;6:1;
9;Town 28;6:22;6:25;
9;Town 26;6:54;6:58;
9;Town 23;7:29;7:32;
9;Town 31;8:2;8:4;
9;Town 9;8:32;8:37;
9;Town 20;9:11;9:12;
9;Town 27;9:39;9:42;
9;Town 15;10:4;10:8;
9;Town 21;10:38;10:41;
9;Town 3;11:15;11:16;
9;Town 7;11:40;11:45;
9;Town 1;12:13;12:17;
9;Town 19;12:51;12:52;
9;Town 3;13:13;13:16;
9;Town 15;13:49;13:54;
9;Town 16;14:28;14:30;
9;Town 32;14:53;14:54;
9;Town 17;15:25;15:28;
9;Town 34;15:50;15:51;
9;Town 5;16:18;16:22;
9;Town 8;16:47;16:48;
9;Town 21;17:18;17:19;
9;Town 34;17:49;17:54;
9;Town 30;18:19;18:22;
9;Town 29;18:57;18:58;
9;Town 32;19:33;19:37;
9;Town 19;20:2;20:5;
9;Town 8;20:41;20:42;
9;Town 33;21:13;21:14;
9;Town 30;21:47;21:51;
9;Town 13;22:36;22:39;
9;Town 14;23:32;23:33;
10;Town 12;0:46;0:48;
10;Town 13;1:12;1:14;
10;Town 31;1:36;1:40;
10;Town 11;1:58;1:59;
10;Town 17;2:19;2:23;
10;Town 32;2:43;2:48;
10;Town 26;3:12;3:15;
10;Town 12;3:36;3:40;
10;Town 13;4:2;4:5;
10;Town 34;4:24;4:29;
10;Town 6;4:47;4:51;
10;Town 2;5:16;5:21;
10;Town 27;5:46;5:47;
10;Town 27;6:9;6:10;
10;Town 7;6:28;6:30;
10;Town 33;6:46;6:49;
10;Town 20;7:7;7:10;
10;Town 8;7:34;7:35;
10;Town 30;7:57;7:59;
10;Town 8;8:21;8:26;
10;Town 33;8:40;8:43;
10;Town 26;9:3;9:4;
10;Town 12;9:22;9:24;
10;Town 12;9:48;9:50;
10;Town 24;10:5;10:8;
10;Town 32;10:27;10:30;
10;Town 32;10:49;10:50;
10;Town 14;11:7;11:9;
10;Town 25;11:36;11:37;
10;Town 11;12:4;12:9;
10;Town 9;12:28;12:29;
10;Town 18;12:52;12:57;
10;Town 27;13:13;13:18;
10;Town 10;13:41;13:44;
10;Town 27;14:2;14:6;
10;Town 21;14:33;14:37;
10;Town 23;14:56;15:1;
10;Town 18;15:25;15:27;
10;Town 14;15:50;15:54;
10;Town 27;16:14;16:19;
10;Town 30;16:37;16:39;
10;Town 23;17:6;17:8;
10;Town 13;17:33;17:37;
10;Town 18;17:56;17:59;
10;Town 26;18:21;18:24;
10;Town 21;18:48;18:50;
10;Town 31;19:12;19:13;
10;Town 22;19:34;19:37;
10;Town 33;20:6;20:9;
10;Town 7;20:37;20:39;
10;Town 10;21:7;21:10;
10;Town 18;21:34;21:38;
10;Town 10;22:5;22:8;
10;Town 30;22:47;22:49;
10;Town 17;23:26;23:29;
11;Town 24;0:22;0:24;
11;Town 27;0:42;0:46;
11;Town 21;1:9;1:14;
11;Town 34;1:37;1:38;
11;Town 10;2:4;2:5;
11;Town 5;2:26;2:30;
11;Town 23;2:53;2:56;
11;Town 8;3:24;3:28;
11;Town 13;3:53;3:54;
11;Town 3;4:25;4:28;
11;Town 14;4:52;4:54;
11;Town 2;5:23;5:28;
11;Town 7;5:51;5:53;
11;Town 25;6:20;6:23;
11;Town 6;6:50;6:51;
11;Town 12;7:20;7:25;
11;Town 29;7:47;7:50;
11;Town 13;8:16;8:21;
11;Town 26;8:41;8:44;
11;Town 7;9:9;9:10;
11;Town 17;9:36;9:39;
11;Town 13;10:4;10:8;
11;Town 27;10:33;10:36;
11;Town 27;11:4;11:8;
11;Town 3;11:32;11:36;
11;Town 2;11:55;11:57;
11;Town 2;12:27;12:32;
11;Town 20;13:0;13:5;
11;Town 5;13:26;13:27;
11;Town 17;13:51;13:55;
11;Town 5;14:27;14:32;
11;Town 8;15:2;15:4;
11;Town 6;15:36;15:41;
11;Town 14;16:10;16:14;
11;Town 1;16:42;16:46;
11;Town 4;17:14;17:15;
11;Town 6;17:44;17:45;
11;Town 22;18:12;18:13;
11;Town 6;18:42;18:46;
11;Town 2;19:17;19:21;
11;Town 6;19:51;19:55;
11;Town 5;20:17;20:18;
11;Town 10;20:43;20:44;
11;Town 23;21:16;21:21;
11;Town 5;21:49;21:54;
11;Town 1;22:21;22:24;
11;Town 32;22:47;22:52;
11;Town 15;23:22;23:24;
12;Town 15;0:33;0:34;
12;Town 15;0:53;0:58;
12;Town 28;1:23;1:25;
12;Town 10;1:44;1:46;
12;Town 33;2:2;2:7;
12;Town 34;2:34;2:36;
12;Town 26;3:3;3:8;
12;Town 16;3:25;3:27;
12;Town 24;3:52;3:57;
12;Town 30;4:16;4:21;
12;Town 4;4:48;4:50;
12;Town 3;5:16;5:18;
12;Town 15;5:46;5:49;
12;Town 18;6:10;6:13;
12;Town 4;6:37;6:42;
12;Town 35;7:0;7:2;
12;Town 34;7:28;7:32;
12;Town 31;7:51;7:55;
12;Town 1;8:13;8:16;
12;Town 34;8:37;8:41;
12;Town 20;9:5;9:7;
12;Town 30;9:26;9:28;
12;Town 35;9:55;9:57;
12;Town 27;10:25;10:29;
12;Town 33;10:52;10:57;
12;Town 9;11:25;11:30;
12;Town 25;11:47;11:52;
12;Town 19;12:17;12:18;
12;Town 12;12:45;12:49;
12;Town 15;13:10;13:12;
12;Town 26;13:33;13:36;
12;Town 34;13:54;13:55;
12;Town 3;14:24;14:27;
12;Town 9;14:48;14:51;
12;Town 13;15:17;15:21;
12;Town 29;15:45;15:47;
12;Town 34;16:12;16:17;
12;Town 4;16:45;16:46;
12;Town 18;17:6;17:8;
12;Town 29;17:33;17:35;
12;Town 18;18:2;18:6;
12;Town 32;18:30;18:33;
12;Town 34;19:2;19:3;
12;Town 5;19:27;19:30;
12;Town 32;19:55;19:59;
12;Town 28;20:36;20:41;
12;Town 27;21:12;21:14;
12;Town 6;21:43;21:45;
12;Town 14;22:19;22:23;
12;Town 23;22:48;22:53;
12;Town 34;23:23;23:24;
13;Town 29;0:49;0:51;
13;Town 18;1:9;1:11;
13;Town 35;1:30;1:34;
13;Town 4;1:53;1:54;
13;Town 15;2:8;2:11;
13;Town 23;2:29;2:30;
13;Town 24;2:52;2:54;
13;Town 27;3:14;3:15;
13;Town 27;3:39;3:43;
13;Town 1;4:2;4:5;
13;Town 27;4:28;4:30;
13;Town 3;4:53;4:56;
13;Town 13;5:10;5:11;
13;Town 1;5:32;5:34;
13;Town 30;5:55;5:58;
13;Town 35;6:19;6:22;
13;Town 28;6:46;6:49;
13;Town 20;7:11;7:16;
13;Town 21;7:37;7:40;
13;Town 29;8:5;8:9;
13;Town 33;8:23;8:24;
13;Town 12;8:44;8:47;
13;Town 17;9:10;9:13;
13;Town 14;9:36;9:41;
13;Town 4;9:57;9:59;
13;Town 18;10:24;10:25;
13;Town 4;10:41;10:42;
13;Town 13;11:0;11:1;
13;Town 32;11:20;11:25;
13;Town 32;11:51;11:52;
13;Town 15;12:8;12:12;
13;Town 3;12:37;12:41;
13;Town 25;13:0;13:1;
13;Town 32;13:17;13:18;
13;Town 13;13:40;13:42;
13;Town 19;14:2;14:3;
13;Town 35;14:20;14:21;
13;Town 25;14:46;14:50;
13;Town 28;15:17;15:19;
13;Town 7;15:41;15:43;
13;Town 20;16:7;16:11;
13;Town 4;16:39;16:41;
13;Town 4;17:9;17:13;
13;Town 4;17:35;17:36;
13;Town 28;17:58;18:3;
13;Town 18;18:28;18:33;
